id,created_at,user_text,Categoría Legal,Normativa,Penalidad Estimada,Detalles
314,2026-01-08 19:07:20.577563+00,You just left me in bed with a butcher knife. Just guess what happened? You cut yourself with it.,,,,
315,2026-01-08 19:07:39.486299+00,Que feo ser así de obvio. Dígame qué ahí está esa loser. Lucy.,,,,
316,2026-01-08 19:08:00.72888+00,Dígame qué adora a Satan y se asocia a otros que hacen lo mismo.,,,,
317,2026-01-08 19:08:12.711619+00,Es como si estuviera escribiendo un libro.,,,,
318,2026-01-08 19:08:45.497746+00,usted sabe que de la data sale algo,,,,
319,2026-01-08 19:13:06.791284+00,Que feo usted aguantando insulto. A ver a qué hora se desmotiva.,,,,
320,2026-01-08 19:13:50.311759+00,Era Autumn ,,,,
321,2026-01-08 19:14:06.575195+00,A ver a que hora se mete afuera de su cultura,,,,
322,2026-01-08 19:14:24.442113+00,"ella era muy nueva y no sabía que ya iba para Accenture, pero ya no.",,,,
323,2026-01-08 19:15:14.720673+00,Se te transcribe para hacer un diagnóstico aún más preciso. Que feo ser tan autista.,,,,
324,2026-01-08 19:18:06.19778+00,La legislación del vello púbico es su especialidad. Gracias por el nuevo frameworks de qué es cool. Cool like mom.,,,,
325,2026-01-08 19:19:45.239874+00,Por que se le pregunta algo obvio? Para ver con qué mierda sale. Cristián que si ya quiere confrontar?,,,,
326,2026-01-08 19:20:53.431794+00,Hasta a mí me gusta que suene como helicóptero ese pulmón. Eso quiere decir que ya va por el 50%,,,,
327,2026-01-08 19:46:10.210712+00,Me siento tan feo por Cris. Usted se tiene que acribillar para luego escucharme porque soy la ONU ,,,,
328,2026-01-08 19:46:17.842274+00,Nuevamente Ronald descompuesto ,,,,
329,2026-01-08 19:47:24.199897+00,El amiguito de el que le programo lo del habla que por favor pague. No por nunca haber estsdo con una menor.,,,,
330,2026-01-08 19:47:35.686212+00,por eso es que se le desprecia.,,,,
331,2026-01-08 19:50:07.955219+00,Que bueno un entreno contigo. Oh oh. Me suena a Renzo. Por haber pasado en psiquiatría y habernos reclamado pornografía infantil. Diay y la publicación?,,,,
332,2026-01-08 19:50:17.354201+00,Que bueno un entreno contigo. Oh oh. Me suena a Endo. Por haber pasado en psiquiatría y habernos reclamado pornografía infantil. Diay y la publicación?,,,,
333,2026-01-08 19:50:51.50805+00,Que feo. Se va a descomponer el maricón ,,,,
334,2026-01-08 19:50:59.78497+00,Psiquiátrico por no haberse cortado.,,,,
335,2026-01-08 19:51:22.351227+00,"Ve. Así, pero es a una mujer.",,,,
336,2026-01-08 19:53:27.124389+00,Oij de 11pm y yo le cuento. Le adjunta su diagnóstico. Para que tengan que poner al viejito a transcribir. Great work loser you just gave a cough to your mom.,,,,
337,2026-01-08 19:54:12.40234+00,Soy yo quien lo mande. Soy Alonso Solís.,,,,
338,2026-01-08 19:54:25.731819+00,Por que mejor no me dice por que fue a psiquiatría.,,,,
339,2026-01-08 19:55:44.722541+00,No viene al caso lo de hace 5 años. Si tiene un síntoma idéntico me indica. Nos están invadiendo Venezuela infeliz. Cuidado con el suicidio en Guyana.,,,,
340,2026-01-08 19:56:55.105935+00,Soy yo Otón Solis. Atrévete a lubricar.,,,,
341,2026-01-08 19:57:24.991149+00,Por el poder de Satanás te engripado.,,,,
342,2026-01-08 19:57:30.807658+00,Por el poder de Satanás te engripas.,,,,
343,2026-01-08 19:58:11.213972+00,Ah sí ya le transcribió todo. Diay ale Ross? Ale I?,,,,
344,2026-01-08 19:58:38.690287+00,Que feo primer culpable del juicio,,,,
345,2026-01-08 19:58:54.375908+00,Usted no me escribió ale Ross. El es el primer transgénero en denunciarlo.,,,,
346,2026-01-08 19:59:26.541122+00,A ver a qué hora se le tuerce el dedo índice izquierdo. Ahora sí. Con cuál dispositivo me tuvo grabado a este mae?,,,,
347,2026-01-08 19:59:37.366472+00,Invasion of privacy lure,,,,
348,2026-01-08 20:00:56.778133+00,Es un artículo de la nasa. Es proteína de grillo. Usted no puede. Bienvenido al machine learning.,,,,
349,2026-01-08 20:01:24.974012+00,Soy Andreito. El más pago de toda su u es usted pedófilo certificado.,,,,
350,2026-01-08 20:01:59.26821+00,Ahora sí. Cómo respondimos. No responde. El que calla otorga. Ah bueno. Me hubiera llamado la atención a tiempo. ,,,,
351,2026-01-08 20:02:22.97889+00,Por que mejor no me tiembla a balcón abierto como su líder ,,,,
352,2026-01-08 20:03:26.079501+00,Que feo. Es un anestesiólogo. Es un inútil sin trabajo. Si lo insultó.,,,,
353,2026-01-08 20:03:40.910009+00,Quiere ir conmigo a jugar guija.,,,,
354,2026-01-08 20:03:56.576664+00,No creo en lujbel ,,,,
355,2026-01-08 20:04:10.696921+00,Estas escuchando a Yaila quien te determina demente,,,,
356,2026-01-08 20:05:07.381187+00,Uuu eso tiene que ver con el meto. Eso es todo. Usted es tan inútil que no se puede ni deshacer de un teléfono. Ahora sí. Ahora bien. A qué hora se viene.,,,,
357,2026-01-08 20:05:21.322268+00,Al año de no usar teléfono yo aparezco. Soy Luzbel.,,,,
358,2026-01-08 20:09:47.797048+00,Si quiere vomité ahí. Sos su único amigo. Ya estamos saliendo. Diay piche perro?,,,,
359,2026-01-08 20:11:53.961267+00,"para hablar con lo que dijo eso. Ya solo con eso yo me cayó, pero alguien me tiene que poner un límite. No que usted sepa. Doctorado. Para de demostrar que sabe usar chat gpt.",,,,
360,2026-01-08 20:12:54.310373+00,Ve que si es como un hikkikomori?,,,,
361,2026-01-08 20:13:23.195355+00,Ahora sí. Por favor sali al balcón.,,,,
362,2026-01-08 20:15:07.305438+00,Para hablar contigo de tu comentario de jab comix. Thank God for Lau. Por eso es que Laura quiere meterse en todos esos pleitos. Si tienen que venir de psiquiatría para ti.,,,,
363,2026-01-08 20:16:25.18458+00,Uy qué dicha directo al meco. Nos vemos mañana poco hombre. Comunico con migración y extranjería?,,,,
364,2026-01-08 20:16:40.234895+00,Para que expulsen a este hijueputa venezolana. No por dios!,,,,
365,2026-01-08 20:19:12.531889+00,Soy yo Jaqueline. Que me queda. Que tu no ere muy confrontativo.,,,,
366,2026-01-08 20:19:41.052628+00,Por que no me cierra las piernas un poquito menos.,,,,
367,2026-01-08 20:21:03.750543+00,We would also like to Sue Lau for mistreating Cris ,,,,
368,2026-01-08 20:21:59.968422+00,Que no me le vuelva a ver la casa a esta mae,,,,
369,2026-01-08 20:23:07.257112+00,"Solo era yo, Jake Barkley y Suk Lin aju. Por el tono de resentido asumo que es Marco e",,,,
370,2026-01-08 20:23:17.971999+00,"Solo era yo, Jake Barkley y Suk Lin aju. Por el tono de resentido asumo que es Marco Fidel ",,,,
371,2026-01-08 20:24:50.240246+00,Que proyecto de vida tan lastimero.,,,,
372,2026-01-08 20:31:07.31246+00,Doña Tere ya no queremo ejcuchar ese rabo.,,,,
373,2026-01-08 20:34:36.367275+00,His name is Remo,,,,
374,2026-01-08 20:35:05.159527+00,Marico. No puede aprender.,,,,
375,2026-01-08 20:37:10.333132+00,"Chomo, soy el papá de Gabriela",,,,
376,2026-01-08 20:37:21.378599+00,Que rajado,,,,
377,2026-01-08 20:38:15.883708+00,Bienvenido al pueblo más confrontativo del mundo ,,,,
378,2026-01-08 20:38:30.556286+00,No es un lugar para hacer amigos y no es INCAE ,,,,
379,2026-01-08 20:40:02.195157+00,"Cris, this was me. You are not okay.",,,,
380,2026-01-08 20:41:16.965243+00,Siento que perdimo,,,,
381,2026-01-08 20:45:39.585712+00,Nos alegra verlo así de asustado.,,,,
382,2026-01-08 20:46:50.86768+00,Solo era yo. Era lily.,,,,
383,2026-01-08 20:47:04.243124+00,Pedofila ,,,,
384,2026-01-08 20:48:41.862982+00,"Edit, si. No Judit. Porque usted ya no trabaja para Catalina igual que yo.",,,,
385,2026-01-08 20:50:09.884048+00,Fue porque nunca se te masturbó como a él.,,,,
386,2026-01-08 20:50:29.537029+00,Es la misma desesperación de picha de que alguien le hable,,,,
387,2026-01-08 20:51:44.912938+00,soy la madre de Madriz montero,,,,
388,2026-01-08 20:54:24.292186+00,Welcome to customs and exports ,,,,
389,2026-01-08 20:55:40.944526+00,Diay si el no se defiende ,,,,
390,2026-01-08 20:56:19.076374+00,Ay Cris ya soy Elizabeth Chavarria ,,,,
391,2026-01-08 20:57:41.724009+00,Terrorismo. Mae ayudese sobo? No le de tanto hiel.,,,,
392,2026-01-08 20:59:15.052981+00,Son personas jodidas de la jupa Mora.,,,,
393,2026-01-08 21:00:12.468985+00,Cómo vamos a salir con este pedófilo malparido,,,,
394,2026-01-08 21:01:29.929501+00,Por que no escupe en la botellita de INCAE?,,,,
395,2026-01-08 21:01:51.066815+00,que si me quiere tener de amigo o de Enemigo? Por que no se confronta tío?,,,,
396,2026-01-08 21:03:01.202055+00,Woo! You just brought down global observatory. You can barely use a computer.,,,,
397,2026-01-08 21:03:14.653174+00,"Mae, por que no se corta el pene?",,,,
398,2026-01-08 21:03:41.347244+00,Cris marroquín con menores de edad,,,,
399,2026-01-08 21:04:40.770357+00,Usted no tiene carro ,,,,
400,2026-01-08 21:05:50.347902+00,No es necesario que seas tan poco hombre ,,,,
401,2026-01-08 21:06:31.35363+00,Para que usted no se desvenga. Bullying a mayores de edad por parte de Isaac Felipe ,,,,
402,2026-01-08 21:07:11.853825+00,You do not need to be this idiotic,,,,
403,2026-01-08 21:08:48.244119+00,"Ve, que no había que tener a una mujer hablando",,,,
404,2026-01-08 21:08:53.592656+00,Soy yo. Rubén.,,,,
405,2026-01-08 21:09:39.027852+00,Para demostrar que el gobierno suyo no sirve y solo debe haber sindicato ,,,,
406,2026-01-08 21:13:33.576937+00,"Cris, soy yo. Farid",,,,
407,2026-01-08 21:17:26.963043+00,Por que hay audios de 15 horas de mi condominio?,,,,
408,2026-01-08 21:18:20.390505+00,Lo que les recomiendo es no masturbarse con caricaturas para que no se terminen masturbando.,,,,
409,2026-01-08 21:19:20.365437+00,One of the ways in which we can tone down the temperature is by engaging in incest as soon as possible ,,,,
410,2026-01-08 21:20:17.939825+00,Welcome to congressional medal of honor ,,,,
411,2026-01-08 21:21:02.246567+00,Welcome to congressional medal of honor ,,,,
412,2026-01-08 21:23:52.502675+00,Y eso es lo que le pasa por decirle turra a una nica violentisima ,,,,
413,2026-01-08 21:24:10.883929+00,ah y por cierto que si tiene algo contra la caja Costarricense del seguro social ,,,,
414,2026-01-08 21:24:36.615116+00,se dejó la casa de endo. Que inseguro ,,,,
415,2026-01-08 21:25:07.447147+00,Ah mae es una forma de humillar a la familia de Alexander barquero Elizondo ,,,,
416,2026-01-08 21:26:13.077665+00,Cris. Soy el papá de Suk lin,,,,
417,2026-01-08 21:26:28.085089+00,A ver si le pedís ayuda a tu generación ,,,,
418,2026-01-08 21:26:40.062343+00,ay para que me vengan y me busquen,,,,
419,2026-01-08 21:27:51.585446+00,Asi es como salió este mae. Rostizado. De la Carta saco un millón ,,,,
420,2026-01-08 21:28:31.928773+00,que si usted puede comer bien. Que si usted puede coger. Entonces pongámonos de acuerdo ,,,,
421,2026-01-08 21:30:26.602974+00,No será que la pizarra también tiene polvo. Estábamos jugando de cuidar bien a Cris. Chino Para que nos hagamos el favor ,,,,
422,2026-01-08 21:31:17.985096+00,porque lo quiero documentar como el que obedece lo que yo digo,,,,
423,2026-01-08 21:31:39.397159+00,Ah y por cierto ya me la fui a coger ,,,,
424,2026-01-08 21:31:48.193897+00,"mae, yo no estoy consumiendo estupefacientes ",,,,
425,2026-01-08 21:31:55.01935+00,estoy en su malparida laptop,,,,
426,2026-01-08 21:32:05.033626+00,Comiéndome su hijueputa albergue,,,,
427,2026-01-08 21:32:18.643123+00,Soy Otón Solís.,,,,
428,2026-01-08 21:32:27.353054+00,"Díay no, ya vaya para que lo nebulicen",,,,
429,2026-01-08 21:32:49.964089+00,Es tan mal programador que tiene que programar una mierda para volver loco a un mae y ya lo reporto con la interpol ,,,,
430,2026-01-08 21:33:25.940771+00,"soy el esposo de Gabe, por favor que la gente me ayude",,,,
431,2026-01-08 21:34:26.44339+00,"Cris, soy yo tu tío Luis. Ah así que tú te masturbas con caricaturas. Con razón que contacto a la unidad de delito informático ",,,,
432,2026-01-08 21:38:06.380165+00,Que si quiere ser alcalde por sinchona,,,,
433,2026-01-08 21:40:34.68137+00,Gracias por no masturbarte con literatura erótica ,,,,
434,2026-01-08 21:40:51.035202+00,Ese fue el sobón que se nos masturbo con jab comix,,,,
435,2026-01-08 21:40:59.852185+00,Nos parece que es un retardado ,,,,
436,2026-01-08 21:41:39.413754+00,"Chomo, se que estas desgastado ",,,,
437,2026-01-08 21:42:28.836302+00,No me cague a esta mae que le traen a 4000 ultras,,,,
438,2026-01-08 21:42:37.024483+00,Es de la unidad contra el narcotráfico ,,,,
439,2026-01-08 21:44:27.133681+00,No pueden estar tan mamando,,,,
440,2026-01-08 21:44:38.869568+00,Chomo tu no ere extravertido,,,,
441,2026-01-08 21:44:45.345053+00,Ya me estabilizo,,,,
442,2026-01-08 21:45:37.40114+00,"mae, solo hay que decir algo. Es un juego católico ",,,,
443,2026-01-08 21:45:46.271043+00,para después meterse en prisión ,,,,
444,2026-01-08 21:46:52.525268+00,Usted ya es nica. Me lo encierra al paisa?,,,,
445,2026-01-08 21:47:42.936418+00,Cuando esté mae le mienta la madre a todo el mundo. Luego dice que llamo a la interpol ,,,,
446,2026-01-08 21:48:04.720385+00,Bienvenido al team de interrogadores del poni,,,,
447,2026-01-08 21:49:02.988074+00,que? Cómo me le va perdedor?,,,,
448,2026-01-08 21:49:28.984568+00,Si usted no tuviera gargajo me hubiera burlado de usted,,,,
449,2026-01-08 21:49:31.03037+00,Si usted no tuviera gargajo me hubiera burlado de usted,,,,
450,2026-01-08 21:50:14.567265+00,"Cristián, por que no me arrebata?",,,,
451,2026-01-08 21:50:40.864206+00,Por que no me arrebata la choza y se queda conmigo ,,,,
452,2026-01-08 21:50:48.233578+00,soy el papá de tábata ,,,,
453,2026-01-08 21:50:55.120757+00,soy yo el tío taboga,,,,
454,2026-01-08 21:51:54.676584+00,Para que vea lo normal de él ,,,,
455,2026-01-08 21:52:30.673765+00,Los sonidos vienen de condominio Benvenuto ,,,,
456,2026-01-08 21:53:12.357412+00,Aquí lo tengo por cierto. Uy no que buen cv,,,,
457,2026-01-08 21:53:52.915881+00,Cuidado se le cae que ya está con la mano tuerta,,,,
458,2026-01-08 21:54:01.564694+00,Soy yo Mariana la del beta testing,,,,
459,2026-01-08 21:54:04.12679+00,Soy yo Mariana la del beta testing,,,,
460,2026-01-08 21:54:20.734123+00,Que feo MOP. Era su mejor amigo. Solo por poder hacer eso quiero ser novia suya.,,,,
461,2026-01-08 21:56:14.467564+00,Si sigue comiendo atún quiere decir que es un maricón ,,,,
462,2026-01-08 21:56:25.250392+00,Tosale encima a todo ,,,,
463,2026-01-08 21:56:58.292787+00,"Cris, soy don Humberto y me declaro culpable de tu inventiva ",,,,
464,2026-01-08 21:57:49.667474+00,Por que no lo hace un twitter feed?,,,,
465,2026-01-08 21:58:08.586601+00,"Uy no, otra vez la vieja hijueputa ",,,,
466,2026-01-08 21:59:32.13258+00,Para que el mismo sea el que le dice a todo el mundo. Es parte de.,,,,
467,2026-01-08 22:00:46.405422+00,Usted no tiene que decirle eso a él porque él ya me lo dijo a mi,,,,
468,2026-01-08 22:00:53.741685+00,Felicidades con tu primer ida a la caja ,,,,
469,2026-01-08 22:01:18.630524+00,Excelente tu fresquito. Ah! Como cuando se la metió por el culo.,,,,
470,2026-01-08 22:01:49.036296+00,Por que no me cojes a tu mamá marica?,,,,
471,2026-01-08 22:02:30.804502+00,Gracias por nunca ponerte en contacto con la unidad de delito informático,,,,
472,2026-01-08 22:03:21.023088+00,Por que no mejor le dirigen la palabra a lo que los insulta desde el primer día?,,,,
473,2026-01-08 22:03:31.8472+00,Se te observa una contractura en la mano ,,,,
474,2026-01-08 22:03:43.431001+00,cuidado con el resto de la vida que se te puede ir,,,,
475,2026-01-08 22:04:28.431235+00,Usted me acaba de decir me cago en su mamá. Lo demando por injuria. Adonde está usted? No nada.,,,,
476,2026-01-08 22:04:49.476288+00,Bienvenido al pueblo donde todo mundo juega monito con el culo tuyo,,,,
477,2026-01-08 22:05:20.612933+00,Soy la mamá de Elías miguel,,,,
478,2026-01-08 22:06:05.450176+00,Soy la agente de interpol a cargo de el. contacto a la interpol y es un viejo Chicher,,,,
479,2026-01-08 22:06:09.549376+00,Soy la agente de interpol a cargo de el. contacto a la interpol y es un viejo Chichero,,,,
480,2026-01-08 22:06:23.279321+00,Cierto guiz. No estamos en santa María de dota,,,,
481,2026-01-08 22:06:45.071224+00,gracias por acordarte de María Catalina llorando en un carro Daihatsu blanco,,,,
482,2026-01-08 22:07:25.331581+00,El tono de él no era ese,,,,
483,2026-01-08 22:08:02.626442+00,gracias por dejarme lo todo. Me parece que hay maes super retardados en su familia Morales. Es el retrasado novio de vale ,,,,
484,2026-01-08 22:08:47.88865+00,Ve que se siente ser así de escuálido ,,,,
485,2026-01-08 22:08:54.529891+00,cómo te fue con lo de Avenger ,,,,
486,2026-01-08 22:10:06.918531+00,Quieres el miedo a la confrontación Don Adolfo 123 me cago en tu familia,,,,
487,2026-01-08 22:12:26.054074+00,Tosame en toda la tabla hijueputa,,,,
488,2026-01-08 22:14:45.484141+00,Quiero una explicación para que vieras que no sos muy confrontativo entonces por qué le tiene que dar explicaciones a interbol por eso fue que te suicidaste y entonces por qué le tiene que dar explicaciones a la contraloría,,,,
489,2026-01-08 22:16:44.383638+00,Chomo. Soy un excontralor. Tranquilo pero no se altere ,,,,
490,2026-01-08 22:17:21.960863+00,Usted pone denuncias verdad? Pues yo también ,,,,
491,2026-01-08 22:17:38.099933+00,que grueso que sonó eso ,,,,
492,2026-01-08 22:19:26.054196+00,Que no se cague en los platos hijueputa ,,,,
493,2026-01-08 22:19:34.936158+00,Me declaro el macho alfa de esta familia,,,,
494,2026-01-08 22:19:59.715435+00,soy un excontralor. Y nadie me había dejado tan callado como usted. Si no fuera excontralor no lo tendría en pañales,,,,
495,2026-01-08 22:20:41.811815+00,por que Cristián es tan malcogido?,,,,
496,2026-01-08 22:21:03.916151+00,Me parece que es gente que está muy extravertida y hace el ridículo ,,,,
497,2026-01-08 22:21:07.265449+00,Me parece que es gente que está muy extravertida y hace el ridículo ,,,,
498,2026-01-08 22:21:39.978934+00,Que si la chiquita de el tiene que hacer seppuku ,,,,
499,2026-01-08 22:25:05.015549+00,Gracias por no cometer seppuku ,,,,
500,2026-01-08 22:25:42.665286+00,"gracias, pero no tenias que masturbarte con dragon ball z. Cris, soy yo del team de lince. ",,,,
501,2026-01-08 22:26:20.568486+00,por que no echa a ese mae? ,,,,
502,2026-01-08 22:26:52.401336+00,no quiero oir su confrontación,,,,
503,2026-01-08 22:27:22.160894+00,usted se acaba de cagar en la macha de al frente. Mi hijo único no sabe lo que es una confrontación. ,,,,
504,2026-01-08 22:27:58.187274+00,también tengo una selfie con su intestino,,,,
505,2026-01-08 22:28:05.550101+00,eso es lo que salió hoy de macan,,,,
506,2026-01-08 22:28:36.333137+00,you were masturbating to child pornography,,,,
507,2026-01-08 22:29:04.536533+00,vio que me sirvió para credibilidad? la gente ya no quiere saber de el,,,,
508,2026-01-08 22:29:27.202411+00,no me venga a jugar de ridiculo pedofilo maricon,,,,
509,2026-01-08 22:30:04.290046+00,"hola cris, soy franklin Chang",,,,
510,2026-01-08 22:31:01.754396+00,we think that the Venezuelan is confronting,,,,
511,2026-01-08 22:32:11.988762+00,"cris, are you a bitch? ",,,,
512,2026-01-08 22:32:36.707293+00,soy la mujer mas leída de este mundo,,,,
513,2026-01-08 22:33:16.599301+00,"cris, soy luis Guillermo. a ver a que hora te coges a la mujer de mis sueños",,,,
514,2026-01-08 22:33:25.503078+00,gracias por criarlo asi maricon,,,,
515,2026-01-08 22:33:40.480427+00,y lo que me recibe es un insulto,,,,
516,2026-01-08 22:33:54.732934+00,con porno infantil,,,,
517,2026-01-08 22:34:06.030182+00,"va por mas de 500,000",,,,
518,2026-01-08 22:35:18.078911+00,buenas para hablar con cigarrillos larami,,,,
519,2026-01-08 22:35:39.562798+00,soy yo don humberto,,,,
520,2026-01-08 22:36:23.466693+00,me dedico al narco terror,,,,
521,2026-01-08 22:37:10.70672+00,2 months more and you're getting ridiculed,,,,
522,2026-01-08 22:38:16.98949+00,que si te duele el pecho hijueputa,,,,
523,2026-01-08 22:40:06.715547+00,"you are not okay. Cris. stop looking to child pornography. mae, es demasiado. prepotente. incapaz. ",,,,
524,2026-01-08 22:40:33.940853+00,a usted no le importan las demás personas verdad? ,,,,
525,2026-01-08 22:41:00.802396+00,por lo menos si los esta confrontando. tenemos problemas con nuestro vecino,,,,
526,2026-01-08 22:41:49.887215+00,soy yo mari. que lo deje que ya no puede aprender. stop looking to child pornography,,,,
527,2026-01-08 22:42:54.109404+00,bueno diay si. no me importa usted. asi. a la par de Emilio hijueputa. ,,,,
528,2026-01-08 22:44:09.94187+00,como la nube suya maricon. gracias por tener tanto que ver.  quiero ser tu actriz porno. ,,,,
529,2026-01-08 22:45:07.617275+00,por amor a dios caye a ese mae.,,,,
530,2026-01-08 22:46:12.110123+00,you were getting insulted by an alcoholic called Jose Pablo cruz,,,,
531,2026-01-08 22:48:26.100177+00,Stop looking at child pornography.  Una por cada ilustraciones pedofilica en este disco,,,,
532,2026-01-08 22:48:37.309577+00,Stop looking at child pornography.  Una por cada ilustraciones pedofilica en este disco,,,,
533,2026-01-08 22:50:08.290122+00,Morales no es un buen argumento,,,,
534,2026-01-08 22:50:27.570795+00,Deje de aseverar lo que yo dije ,,,,
535,2026-01-08 22:50:48.163184+00,Who said something about child pornography?,,,,
536,2026-01-08 22:54:55.227987+00,No será que usted también es un venezolano?,,,,
537,2026-01-08 22:55:21.807343+00,"Cristián, como hacemos?",,,,
538,2026-01-08 22:57:37.614454+00,We are not a sorority ,,,,
539,2026-01-08 23:06:42.324357+00,Cristián ,,,,
540,2026-01-08 23:09:00.195208+00,"He's still doing the gesture of ""do you recognize him""",,,,
541,2026-01-08 23:10:02.964975+00,Gracias por decirme que te quieres meter un poco de plomo en la cabeza,,,,
542,2026-01-08 23:18:21.973448+00,que si su papá es ese señor?,,,,
543,2026-01-08 23:21:22.932064+00,me comparo con lo que deseo ser. me cago en su puta madre. soy Isaac Felipe Azofeifa,,,,
544,2026-01-08 23:22:12.494338+00,solo era yo el tio de autumn,,,,
545,2026-01-08 23:23:23.433441+00,"que simbolico, tomarte tu tos de esa tasa",,,,
546,2026-01-08 23:24:33.579563+00,Morales marroquin con caricatura,,,,
547,2026-01-08 23:25:46.605524+00,you have no self defense reflex and you have already downloaded child pornography,,,,
548,2026-01-08 23:25:56.336466+00,you have no self defense reflex and you have already downloaded child pornography,,,,
549,2026-01-08 23:28:53.730478+00,porque usted no tiene para hablar. compa no me compra. compu en condominio. ,,,,
550,2026-01-08 23:29:08.351089+00,yo no soy un mendigo. su papa si,,,,
551,2026-01-08 23:30:19.827404+00,ahora si. que dijo? ,,,,
552,2026-01-08 23:31:46.612633+00,se me despide sin responsabilidad por culpa de este cerdo machista,,,,
553,2026-01-08 23:31:55.702666+00,en nombre de Luzbel te ordeno que te lo quite,,,,
554,2026-01-08 23:34:38.593455+00,compa si le dice a su mama una sola vez mas eso,,,,
555,2026-01-08 23:34:44.764331+00,compa si le dice a su mama una sola vez mas eso lo mando a matar,,,,
556,2026-01-08 23:36:27.730907+00,gracias por esclarecerse Emilio,,,,
557,2026-01-08 23:36:39.18961+00,a jalar que? ,,,,
558,2026-01-08 23:37:28.490763+00,porque si me quitan mi petroleo te quito a ti tu ex,,,,
559,2026-01-08 23:39:09.610573+00,que rico llegar tarde porque yo digo,,,,
560,2026-01-08 23:47:16.573922+00,save dev. not you. gracias por lubricarte con jab comix. Que tiene una vulnerabilidad en tu equipo. se llama gemini,,,,
561,2026-01-08 23:47:46.963157+00,lo unico que usted hizo es un error,,,,
562,2026-01-08 23:48:21.863778+00,si se hubiera masturbado con menos comix yo le creería,,,,
563,2026-01-08 23:48:27.652766+00,por que le tengo miedo marica? ,,,,
564,2026-01-08 23:48:43.158937+00,no. el cagón eres tu,,,,
565,2026-01-08 23:49:01.462561+00,"ah si, y soy yo el que lo amenazo de muerte",,,,
566,2026-01-08 23:49:42.893577+00,"ni amenazas de muerte, Morales? Entonces por que nos vino a dejar la compu? Soy yo el papá de Jose David",,,,
567,2026-01-08 23:52:13.748122+00,cuando usted ingresa a un lugar de trabajo usted ingresa ya con el entrenamiento ya hecho,,,,
568,2026-01-08 23:52:29.117523+00,bienvenido a la distribución de combustible,,,,
569,2026-01-08 23:54:27.459599+00,y asi es como yo me burlo de usted,,,,
570,2026-01-08 23:57:56.304342+00,usted no me esta haciendo un networking listening,,,,
571,2026-01-08 23:59:55.28756+00,"bienvenido a incae, adonde todo mundo es bully-g hasta que te descubren por error",,,,
572,2026-01-08 23:59:55.462647+00,"bienvenido a incae, adonde todo mundo es bully-g hasta que te descubren por error",,,,
573,2026-01-09 00:02:46.021782+00,"ahora si, a dormir que ya se fueron los marines!",,,,
574,2026-01-09 00:08:34.18457+00,"Objetivamente, que feo abdomen ",,,,
575,2026-01-09 00:09:41.225261+00,Lubricarse con pornografía infantil ,,,,
576,2026-01-09 00:11:10.324659+00,Bienvenido a la familia de Epstein ,,,,
577,2026-01-09 00:11:43.323166+00,"No, lo que traficó pornografía infantil es ustef",,,,
578,2026-01-09 00:12:04.99817+00,√Ånimo con tu negación ,,,,
579,2026-01-09 00:12:20.412979+00,No le diga fósil a su mamá ,,,,
580,2026-01-09 00:13:15.632767+00,Mi pequeño autismo,,,,
581,2026-01-09 00:13:22.457802+00,Mi pequeño autismo,,,,
582,2026-01-09 00:13:40.172946+00,Por poder de la luz de luzbel,,,,
583,2026-01-09 00:16:01.301604+00,"Díay Cris, que fue que se le cayeron los modales?",,,,
584,2026-01-09 00:17:38.189357+00,Llego el marino que no es su papa,,,,
585,2026-01-09 00:17:52.05785+00,"Díay Cris, se le olvidó el respeto ",,,,
586,2026-01-09 00:18:19.74431+00,Bienvenido a la dis narcotráfico ,,,,
587,2026-01-09 00:18:37.362208+00,This does not belong to the USA ,,,,
588,2026-01-09 00:18:54.728043+00,Se expone a un ridículo público ,,,,
589,2026-01-09 01:50:58.987863+00,no somos providence,,,,
590,2026-01-09 01:51:48.560297+00,acabo de interrumpir su proceso de motivación,,,,
591,2026-01-09 02:37:59.309522+00,son ilustraciones de chiquitas de kinder,,,,
592,2026-01-09 02:38:03.586089+00,son ilustraciones de chiquitas de kinder,,,,
593,2026-01-09 02:38:57.61334+00,me lo culeé,,,,
594,2026-01-09 02:40:05.676933+00,yo soy swinger,,,,
595,2026-01-09 02:42:56.530676+00,"adios maricón, me cago en tu puta madre",,,,
596,2026-01-09 02:43:04.384496+00,"adios maricón, me cago en tu puta madre",,,,
597,2026-01-09 02:52:20.03202+00,por que no se culea a su mama?,,,,
598,2026-01-09 02:56:46.143745+00,cada invasión a la privacidad mia es un insulto que usted admite,,,,
599,2026-01-09 03:08:25.666342+00,por que cree que hay un profesor de incae? ,,,,
600,2026-01-09 03:11:06.932082+00,te apreciamos tanto que no queremos que seas un maricón,,,,
601,2026-01-09 03:36:39.695841+00,bienvenido a no me deje dormir y si me dice algo lo insulto ,,,,
602,2026-01-09 03:37:01.567541+00,Por que mejor no me dice nada Montes.,,,,
603,2026-01-09 03:37:16.746335+00,Se te viene a insultar por homosexual ,,,,
604,2026-01-09 03:37:33.605139+00,Díay ya que se devuelva para Venezuela ,,,,
605,2026-01-09 03:38:08.33666+00,Yo. Por psiquiátrico.,,,,
606,2026-01-09 03:39:19.191098+00,Yo no tengo por que guardar silencio si estoy en mi propiedad ,,,,
607,2026-01-09 03:39:57.042204+00,Un manicomio para el país más pobre del mundo.,,,,
